media,date added,averageRating,numVotes,genres
voices of fire,November 2020,6.9,423.0,Music
if anything happens i love you,November 2020,7.8,21444.0,Animation
paranormal,November 2020,7.5,103.0,Comedy
survivor,November 2020,4.3,323.0,Action
wonderoos,November 2020,6.8,21.0,Adventure
carmel: who killed maria marta?,November 2020,7.0,2795.0,Crime
prospect,November 2020,5.7,9.0,Drama
private lives,November 2020,6.7,1371.0,Comedy
hillbilly elegy,November 2020,7.4,69.0,Talk-Show
easy a,November 2020,7.0,421495.0,Comedy
jingle jangle: a christmas journey,November 2020,6.4,20810.0,Family
holiday home makeover with mr. christmas,November 2020,5.9,348.0,Reality-TV
little monsters,November 2020,6.0,14330.0,Adventure
oceans eleven,November 2020,7.8,14.0,Drama
fantastica,November 2020,5.2,139.0,Drama
the 2nd,November 2020,3.8,9342.0,Action
the call,November 2020,4.9,54.0,Drama
finding agnes,November 2020,5.0,180.0,Drama
christmas with a prince,November 2020,5.3,2064.0,Comedy
felix lobrecht: hype,November 2020,5.9,343.0,Comedy
whose streets?,November 2020,6.0,1410.0,Documentary
shawn mendes: in wonder,November 2020,6.5,2230.0,Documentary
my amnesia girl,November 2020,6.6,475.0,Comedy
dance dreams: hot chocolate nutcracker,November 2020,7.1,405.0,Documentary
trash truck,November 2020,8.6,841.0,Animation
christmas break-in,November 2020,4.5,1730.0,Family
hometown holiday,November 2020,5.0,1188.0,Comedy
we are the champions,November 2020,9.2,49.0,Documentary
a new york christmas wedding,November 2020,5.4,1440.0,Drama
kevin hart: zero f**ks given,November 2020,6.1,3813.0,Comedy
midnight at the magnolia,November 2020,5.8,6239.0,Comedy
loving,November 2020,6.1,741.0,Comedy
operation christmas drop,November 2020,5.9,13068.0,Comedy
the indian in the cupboard,November 2020,6.0,31288.0,Drama
unexpectedly yours,November 2020,6.7,216.0,Comedy
the impossible,November 2020,7.1,69.0,Drama
the princess switch: switched again,November 2020,5.4,13626.0,Comedy
the devil punisher,November 2020,5.7,232.0,Fantasy
leah remini: scientology and the aftermath,November 2020,8.9,6497.0,Documentary
a very country christmas,November 2020,8.0,6.0,Game-Show
alien xmas,November 2020,6.2,1597.0,Adventure
the garfield show,November 2020,5.6,3535.0,Adventure
wheels of fortune,November 2020,7.2,13.0,Documentary
spookley and the christmas kittens,November 2020,4.5,140.0,Adventure
the next karate kid,November 2020,4.5,34187.0,Action
machete kills,November 2020,5.6,82784.0,Action
trial 4,November 2020,7.4,2405.0,Crime
ludo,November 2020,7.3,49.0,Family
60 days in,November 2020,7.6,3287.0,Crime
knock knock,November 2020,6.6,306.0,Animation
mismatched,November 2020,5.3,7.0,Animation
the late bloomer,November 2020,5.2,10663.0,Comedy
country ever after,November 2020,6.9,188.0,Music
love & anarchy,November 2020,7.7,3559.0,120
the minions of midas,November 2020,6.6,4721.0,Crime
three words to forever,November 2020,6.9,145.0,Comedy
rust creek,November 2020,5.9,13865.0,Action
can you hear me?,November 2020,6.5,7.0,Documentary
graceful friends,November 2020,7.0,203.0,Crime
hard kill,November 2020,3.1,19549.0,Action
runaway bride,December 2020,5.6,105225.0,Comedy
break it all: the history of rock in latin america,December 2020,7.6,1399.0,Biography
spirit riding free: ride along adventure,December 2020,6.0,69.0,Action
the prom,December 2020,6.2,179.0,Documentary
alice in borderland,December 2020,7.7,99372.0,Action
funny boy,December 2020,4.5,62.0,Comedy
the challenge,December 2020,9.1,7.0,Drama
alaska is a drag,December 2020,6.3,219.0,Comedy
are you the one?,December 2020,6.3,25.0,Game-Show
triple 9,December 2020,6.3,77586.0,Action
timmy time,December 2020,6.7,1348.0,Animation
stargate sg-1,December 2020,8.4,102352.0,Action
the ripper,December 2020,3.9,455.0,Horror
a love so beautiful,December 2020,7.2,1800.0,Comedy
the guest,December 2020,9.0,7.0,Drama
asphalt burning,December 2020,5.2,2805.0,Action
angels & demons,December 2020,6.7,311402.0,Action
anitta: made in honório,December 2020,6.9,465.0,Biography
mighty express: a mighty christmas,December 2020,5.2,60.0,Animation
the magic school bus rides again in the zone,December 2020,6.1,76.0,Adventure
mank,December 2020,6.8,83343.0,Biography
lovestruck in the city,December 2020,7.6,4209.0,Drama
rose island,December 2020,7.0,25168.0,Adventure
between maybes,December 2020,6.2,235.0,Drama
gormiti,December 2020,4.8,144.0,Animation
a trash truck christmas,December 2020,5.6,263.0,Adventure
torbaaz,December 2020,5.1,18072.0,Action
the great british baking show: holidays,December 2020,8.1,405.0,Reality-TV
black ink crew new york,December 2020,5.2,520.0,Reality-TV
andré & his olive tree,December 2020,6.6,231.0,Documentary
love you to the stars and back,December 2020,7.4,644.0,Adventure
best leftovers ever!,December 2020,5.7,646.0,Game-Show
captain underpants: mega blissmas,December 2020,5.2,249.0,Animation
chico bon bon and the very berry holiday,December 2020,5.9,47.0,Animation
canvas,December 2020,4.3,160.0,Crime
sweet home,December 2020,6.5,1156.0,Horror
room 2806: the accusation,December 2020,7.0,2534.0,Crime
selena: the series,December 2020,7.0,5019.0,Biography
run on,December 2020,7.4,5357.0,Drama
the happytime murders,December 2020,5.5,30540.0,Action
fierce,December 2020,5.5,16.0,Comedy
teen mom 2,December 2020,4.3,2385.0,Documentary
u-turn,December 2020,6.1,80.0,Action
christmas crossfire,December 2020,4.8,1659.0,Comedy
a california christmas,December 2020,5.8,11433.0,Comedy
peppermint,December 2020,6.8,998.0,Comedy
the con is on,December 2020,8.1,454.0,Crime
the mess you leave behind,December 2020,6.8,10906.0,Crime
after we collided,December 2020,5.1,39213.0,Drama
pokémon journeys: the series,December 2020,7.1,1164.0,Action
bridgerton,December 2020,4.2,48.0,Talk-Show
the repair shop,December 2020,6.1,30.0,Drama
quigley down under,December 2020,6.9,24861.0,Action
cops and robbers,December 2020,7.7,1781.0,Comedy
braven,December 2020,5.9,42361.0,Action
little nicky,December 2020,5.3,113278.0,Comedy
tarung sarung,December 2020,5.9,247.0,Action
incarnate,December 2020,7.2,139.0,Action
bobby jasoos,December 2020,5.5,2452.0,Comedy
your name engraved herein,December 2020,7.3,8104.0,Drama
the panti sisters,December 2020,5.6,344.0,Comedy
we can be heroes,December 2020,8.1,2836.0,Comedy
the grizzlies,December 2020,7.6,12.0,Documentary
leyla everlasting,December 2020,3.7,7970.0,Comedy
equinox,December 2020,5.2,3579.0,Action
the rope curse 2,December 2020,4.8,547.0,Horror
sakho & mangane,December 2020,6.7,167.0,Action
grizzy and the lemmings,December 2020,7.2,968.0,Adventure
the da vinci code,December 2020,6.6,461943.0,Mystery
100 days my prince,December 2020,7.7,3760.0,Action
effie gray,December 2020,6.0,6959.0,Biography
bombay rose,December 2020,6.5,828.0,Animation
transformers: war for cybertron,December 2020,8.1,925.0,Action
paava kadhaigal,December 2020,8.0,7136.0,Drama
how to ruin christmas,December 2020,6.4,675.0,Comedy
rango,December 2020,7.2,100.0,Comedy
guest house,December 2020,6.1,15.0,Mystery
dna,December 2020,3.7,2516.0,Action
regiment diaries,December 2020,8.0,6.0,Biography
rhyme time town singalongs,December 2020,7.7,22.0,Animation
giving voice,December 2020,7.0,340.0,Documentary
super wings,December 2020,6.0,423.0,Adventure
just another christmas,December 2020,6.7,5582.0,Comedy
tiny pretty things,December 2020,5.9,10620.0,Drama
marauders,December 2020,4.6,204.0,Horror
best of stand-up 2020,December 2020,5.5,717.0,Comedy
the midnight sky,December 2020,5.7,89977.0,Adventure
hazel brugger: tropical,December 2020,6.4,452.0,Comedy
isa pa with feelings,December 2020,7.8,461.0,102
lupin,January 2021,6.7,40.0,\N
running man,January 2021,7.6,7.0,Drama
pieces of a woman,January 2021,7.0,56754.0,Drama
full out 2: you got this!,January 2021,4.7,619.0,Family
into the wild,January 2021,8.1,662214.0,Adventure
striptease,January 2021,7.9,55.0,\N
cool hand luke,January 2021,8.1,189948.0,Crime
four christmases,January 2021,5.7,81056.0,Comedy
enter the dragon,January 2021,7.6,113864.0,Action
100% halal,January 2021,6.3,83.0,Drama
accomplice,January 2021,5.2,211.0,Film-Noir
the haunted hathaways,January 2021,5.2,2939.0,Comedy
tony parker: the final shot,January 2021,6.7,1625.0,Biography
tribhanga,January 2021,6.2,3221.0,Drama
the creative brain,January 2021,6.3,982.0,Documentary
good hair,January 2021,6.9,6237.0,Comedy
eddie murphy: raw,January 2021,7.6,20864.0,Comedy
sightless,January 2021,5.5,10542.0,Drama
henry danger,January 2021,6.0,7677.0,Action
mighty little bheem: kite festival,January 2021,7.0,28.0,Animation
fred claus,January 2021,5.7,47932.0,Comedy
gothika,January 2021,5.8,119771.0,Horror
outside the wire,January 2021,5.4,45758.0,Action
what happened to mr. cha?,January 2021,4.4,395.0,Comedy
17 again,January 2021,6.4,218299.0,Comedy
jenni rivera: mariposa de barrio,January 2021,7.4,293.0,Drama
the idhun chronicles,January 2021,5.5,657.0,Action
demon slayer: kimetsu no yaiba,January 2021,8.6,159634.0,Action
hello brother,January 2021,4.7,4720.0,Action
the intouchables,January 2021,8.5,938422.0,Comedy
headspace guide to meditation,January 2021,8.4,1892.0,Animation
bling empire,January 2021,5.8,3753.0,Reality-TV
spycraft,January 2021,6.7,2525.0,Documentary
the minimalists: less is now,January 2021,5.9,5136.0,Documentary
the netflix afterparty,January 2021,3.7,557.0,Talk-Show
charming,January 2021,5.5,15.0,Fantasy
penguin bloom,January 2021,6.8,12487.0,Biography
the dig,January 2021,8.5,984.0,Adventure
korean pork belly rhapsody,January 2021,7.5,107.0,Documentary
unknown,January 2021,6.4,31585.0,Crime
bonding,January 2021,7.5,144.0,Action
what would sophia loren do?,January 2021,6.6,867.0,Biography
hell fest,January 2021,5.5,19691.0,Horror
spring breakers,January 2021,5.3,149530.0,Crime
capitani,February 2021,6.6,6500.0,Crime
layla majnun,February 2021,6.0,322.0,Drama
thus spoke kishibe rohan,February 2021,7.4,265.0,Adventure
tribes of europa,February 2021,6.7,14058.0,Action
amend: the fight for america,February 2021,8.0,1578.0,Documentary
beverly hills ninja,February 2021,5.6,44391.0,Action
nadiya bakes,February 2021,7.3,312.0,Documentary
monsoon,February 2021,4.5,54.0,Drama
coming from insanity,February 2021,5.3,159.0,Biography
who am i,February 2021,6.6,18.0,\N
the girl on the train,February 2021,6.0,1659.0,Drama
high-rise invasion,February 2021,6.5,4364.0,Action
zac and mia,February 2021,7.8,699.0,Drama
red dot,February 2021,5.5,14896.0,Drama
buried by the bernards,February 2021,7.2,380.0,Reality-TV
hate by dani rovira,February 2021,6.7,473.0,82
malcolm & marie,February 2021,6.6,41471.0,Drama
zig & sharko,February 2021,6.8,988.0,Animation
little big women,February 2021,7.2,2765.0,Drama
love daily,February 2021,6.0,193.0,Romance
war dogs,February 2021,5.8,97.0,Action
made you look: a true story about fake art,February 2021,7.0,4933.0,Crime
classmates minus,February 2021,7.1,1976.0,Comedy
the crew,February 2021,4.0,683.0,Drama
the big day,February 2021,7.1,166.0,Drama
firefly lane,February 2021,6.7,17.0,Talk-Show
i care a lot,February 2021,6.4,147944.0,Comedy
eeb allay ooo!,February 2021,7.2,1797.0,Comedy
our idiot brother,February 2021,6.4,90883.0,Comedy
ginny & georgia,February 2021,7.5,83799.0,Comedy
zathura: a space adventure,February 2021,6.3,116614.0,Action
icarly,February 2021,6.8,45366.0,Comedy
booba,February 2021,6.5,63.0,Comedy
space sweepers,February 2021,6.5,28973.0,Action
captain fantastic,February 2021,8.4,16.0,Documentary
all my friends are dead,February 2021,4.3,85.0,Horror
operation finale,February 2021,6.6,49442.0,Biography
the house arrest of us,February 2021,5.5,192.0,Comedy
geez & ann,February 2021,5.1,344.0,Drama
age of samurai: battle for japan,February 2021,7.4,5270.0,Action
the unsettling,February 2021,5.3,100.0,Drama
the world we make,February 2021,5.5,764.0,Drama
namaste wahala,February 2021,4.9,1641.0,Drama
crime scene: the vanishing at the cecil hotel,February 2021,6.0,20228.0,Crime
behind her eyes,February 2021,8.0,2011.0,Drama
the misadventures of hedi and cokeman,February 2021,4.5,760.0,Action
call me crazy,February 2021,9.4,173.0,Comedy
bigfoot family,February 2021,5.8,3621.0,Adventure
squared love,February 2021,5.1,3887.0,Comedy
my dead ex,February 2021,7.3,620.0,Comedy
kilometers and kilometers,February 2021,6.4,1824.0,Adventure
awara paagal deewana,February 2021,6.3,9207.0,Action
the yin-yang master: dream of eternity,February 2021,6.4,5448.0,Action
shutter island,February 2021,8.2,1476020.0,Drama
pelé,February 2021,7.5,28.0,0
brian regan: on the rocks,February 2021,6.9,754.0,Comedy
kid cosmic,February 2021,7.9,1764.0,Action
caught by a wave,March 2021,5.8,1557.0,Drama
last chance u: basketball,March 2021,8.3,3529.0,Documentary
a perfect day for arsenide,March 2021,5.3,32.0,Romance
country comfort,March 2021,5.7,154.0,Adult
yes day,March 2021,5.7,30541.0,Comedy
rebellcomedy: straight outta the zoo,March 2021,4.5,47.0,Comedy
not a game,March 2021,5.6,642.0,Documentary
who killed sara?,March 2021,6.4,16299.0,Crime
murder among the mormons,March 2021,7.0,7385.0,Crime
haunted: latin america,March 2021,5.3,688.0,Horror
savages,March 2021,5.5,403.0,Comedy
lego marvel spider-man: vexed by venom,March 2021,5.7,456.0,Action
shtisel,March 2021,8.6,8232.0,Drama
jason x,March 2021,4.4,62011.0,Action
secret magic control agency,March 2021,6.2,4832.0,103
a week away,March 2021,5.8,5491.0,Drama
bad trip,March 2021,4.1,30.0,Action
sentinelle,March 2021,4.8,8766.0,Action
the irregulars,March 2021,6.1,17357.0,Crime
tenacious d in the pick of destiny,March 2021,6.8,115801.0,Adventure
nate bargatze: the greatest average american,March 2021,7.4,2131.0,Comedy
b: the beginning,March 2021,7.1,5634.0,Action
paper lives,March 2021,6.6,13928.0,Drama
the one,March 2021,8.4,78.0,\N
fate of alakada,March 2021,5.0,95.0,Comedy
deadly illusions,March 2021,5.8,266.0,Thriller
dances with wolves,March 2021,8.0,294113.0,Adventure
year one,March 2021,5.8,193.0,Biography
indoo ki jawani,March 2021,3.3,6668.0,Comedy
dc super hero girls,March 2021,6.2,859.0,Action
seaspiracy,March 2021,8.1,34356.0,Adventure
dogwashers,March 2021,5.7,664.0,Comedy
sky rojo,March 2021,6.6,11377.0,Action
hospital,March 2021,7.9,557.0,Documentary
just in time,March 2021,6.1,12.0,Comedy
black is beltza,March 2021,5.9,392.0,Animation
the lost pirate kingdom,March 2021,6.6,3512.0,Adventure
